coordinate	CB45_CPT0H.sorted.dedup.bam	CB45_CPT2H.sorted.dedup.bam	CB45_CPT4H.sorted.dedup.bam	CEM_CPT0H.sorted.dedup.bam	CEM_CPT2H.sorted.dedup.bam	CEM_CPT4H.sorted.dedup.bam
chr2:62020636-62020834	1.429388	1.860712	2.054443	0.909091	2.136752	3.298289
chr2:62080907-62082242	4.084517	4.678362	3.935758	3.385768	10.400461	11.801575
chr2:62115304-62116025	3.716013	3.260579	3.079527	3.051318	7.681639	11.690112
chr2:62132520-62133062	1.531713	2.136337	2.032647	1.254613	3.938405	4.367799
chr2:62222457-62222666	0.541663	0.671535	0.892061	0.478469	2.300331	1.367054
chr2:62266445-62266624	1.054074	2.548270	1.988448	1.564246	2.685861	2.052217
chr2:62281285-62281480	2.805999	5.038237	2.781399	1.025641	2.071006	2.511774
chr2:62373975-62374306	2.451120	1.272062	1.689795	1.812689	3.079247	3.144460
chr2:62380912-62381078	2.159582	2.747833	1.735757	2.168675	1.737720	0.614704
chr2:62408210-62408974	2.197965	2.089648	1.486379	1.832461	2.819170	2.377391
chr2:62422679-62423875	3.312930	3.696532	3.599569	2.625418	9.727940	12.883080
chr2:62536906-62537238	3.068880	1.955189	1.531550	1.385542	2.722428	2.335874
chr2:62639203-62639352	1.392934	1.412928	0.796269	0.939597	1.806918	2.191481
chr2:62684080-62684459	1.941554	1.944174	1.162739	1.635884	3.399635	4.792418
chr2:62733137-62733550	1.781717	1.444289	1.272213	0.823245	2.141926	2.421308
chr2:62932251-62933301	7.331537	9.039265	7.522196	6.438096	16.355312	22.429544
chr2:63028133-63029172	0.962464	1.080661	0.652518	0.615977	1.406678	0.766043
chr2:63277240-63278344	2.888297	4.306509	3.960943	3.079710	9.528289	10.925023
chr2:63733545-63733753	2.267779	1.939946	1.792699	1.826923	3.051035	0.883045
chr2:63815322-63816301	6.841791	7.777360	5.574696	4.290092	14.005658	16.718435
chr2:64067691-64069163	6.101313	6.662376	5.469326	4.932065	14.214047	18.564220
chr2:64083280-64083752	2.318516	2.639013	2.046826	1.016949	3.014993	1.643030
chr2:64109912-64110053	2.943932	2.488491	1.322274	2.411347	4.228041	3.328991
chr2:64205154-64205570	2.494557	1.729082	1.955671	1.298077	1.710429	1.128336
chr2:64221014-64221300	1.451379	1.594896	2.251985	0.909091	1.681011	2.140716
chr2:64245979-64246861	1.925298	2.168119	1.864022	2.086168	4.077272	4.303762
chr2:64370949-64371883	5.413923	6.499117	4.663739	2.869379	8.750618	10.400735
chr2:64455331-64455613	2.475579	3.235038	3.185479	2.269504	3.205128	2.388189
chr2:64566086-64566478	1.636504	2.551020	2.421308	1.530612	2.600079	2.342774
chr2:64681274-64681814	1.362683	1.526965	1.600753	1.333333	2.849003	3.250189
chr2:64751032-64752031	5.363854	5.672339	4.563886	4.344344	12.185262	17.446018
chr2:64834284-64834446	5.706964	6.064544	5.858966	3.580247	11.277304	14.991181
chr2:64836350-64836649	2.271723	2.640380	2.267445	1.806020	3.859017	3.958774
chr2:64871530-64872435	2.418430	2.403800	1.329713	1.480663	3.697408	3.540422
chr2:64880430-64881752	4.981018	6.064708	4.307803	4.054463	12.161060	17.845566
chr2:64957739-64958196	1.114735	1.573957	1.557690	1.006565	2.440667	2.902693
chr2:64977840-64978803	12.774545	15.066222	10.630621	9.989615	29.894560	40.350098
chr2:64994960-64995498	1.999018	3.228331	2.362800	1.895911	4.360881	4.476140
chr2:65058829-65059079	0.452830	1.122807	1.152542	0.560000	0.692308	2.367347
chr2:65092624-65092925	2.381997	1.690272	2.027141	1.461794	3.450038	2.508645
chr2:65100659-65101012	1.282805	1.391581	1.440438	0.963173	3.105252	3.815691
chr2:65142342-65142535	3.617167	3.636033	2.283305	1.865285	2.690315	2.220577
chr2:65144710-65145324	1.321369	1.628664	1.352620	0.912052	2.004510	2.825234
chr2:65173133-65173792	2.662697	2.209621	1.594609	1.851290	5.515350	3.809111
chr2:65215500-65216857	4.880355	5.468720	4.159225	3.198231	11.379740	13.279594
chr2:65258454-65259072	2.625634	2.299438	2.029510	2.006473	1.649241	2.047421
chr2:65283036-65283949	6.303085	7.378798	5.903429	4.884995	16.555735	23.470505
chr2:65356806-65357811	7.265559	8.152222	6.105068	6.248756	18.771528	25.119303
chr2:65386972-65387297	2.844703	1.133603	0.834420	1.784615	1.183432	1.569859
chr2:65454471-65455598	3.097219	4.094086	3.007836	2.679681	9.760426	12.856962
chr2:65528005-65528529	3.168659	3.147181	2.587657	2.290076	2.715796	2.998910
chr2:65609462-65609677	0.877578	0.734394	0.788333	0.372093	0.715563	2.088277
chr2:65609987-65610428	2.139220	3.182559	2.882509	3.310658	3.226932	4.118654
chr2:65634139-65634307	2.807727	1.775271	2.219532	1.071429	1.373626	0.850340
chr2:65644000-65644472	2.998081	3.679750	4.201379	2.838983	3.340939	2.464545
chr2:65657667-65658691	5.306603	5.259731	4.849709	3.261719	8.920523	10.622608
chr2:65659163-65660145	4.918725	5.806267	4.729193	3.177190	12.004543	15.649030
chr2:65800237-65800484	0.458330	0.497194	1.166541	0.809717	1.401433	2.809221
chr2:65827831-65828180	1.675947	2.111295	3.011024	1.604584	1.212255	1.871236
chr2:65850230-65850962	2.268275	1.965296	2.037603	1.530055	3.861917	2.927400
chr2:66558444-66558615	3.199824	4.616805	3.469125	3.157895	4.610886	3.938418
chr2:66561690-66562339	4.041050	3.730435	3.212243	2.927581	3.496503	3.176001
chr2:66661303-66662391	1.768868	1.805985	1.916127	1.194853	2.050339	1.950780
chr2:67624221-67625296	2.422115	2.823337	2.065432	2.269767	5.688730	6.378737
chr2:68220517-68220685	3.481581	2.819549	3.531074	3.928572	3.319597	1.579203
chr2:68289658-68290573	1.402206	1.629757	1.278133	1.573771	4.224464	5.063008
chr2:68291074-68291394	2.417453	2.138158	1.906780	1.125000	5.168270	2.168367
chr2:68316995-68317461	2.267390	4.028311	3.091584	3.175966	7.799604	5.999825
chr2:68384416-68385394	3.395455	3.300685	3.119476	2.310838	8.002989	8.910313
chr2:68433404-68433681	2.111573	1.393375	1.529707	2.093863	2.152180	2.283946
chr2:68478240-68480235	4.530193	4.739920	3.712672	3.629073	10.362445	14.403356
chr2:68589096-68589579	1.210985	1.416585	1.017651	0.538302	2.707437	3.295728
chr2:68668895-68669095	3.113207	2.017544	1.610169	2.000000	5.288461	4.285714
chr2:68693966-68695005	4.921278	7.193151	5.350646	4.696824	16.843119	21.861679
chr2:68822349-68822524	0.431267	1.604010	1.549637	0.914286	1.868132	1.982507
chr2:68880710-68881073	3.378554	2.078198	2.287902	1.928375	4.079254	3.766796
chr2:68906477-68907200	2.218221	2.159618	1.969196	1.327801	3.750399	4.713919
chr2:68954022-68954706	3.751517	3.360008	3.072653	3.070175	3.373819	3.252178
chr2:68978767-68979125	1.212185	1.666177	1.278288	0.837989	2.954448	2.964314
chr2:68989885-68990053	1.572327	0.939850	2.522195	1.547619	0.686813	0.971817
chr2:68993421-68993633	3.737985	1.324065	1.838823	2.735849	2.902758	1.251444
chr2:69056466-69056826	3.930818	4.191033	3.719397	3.000000	5.181623	5.725623
chr2:69123208-69123358	3.396226	3.508772	2.372881	1.600000	2.820513	0.952381
chr2:69135150-69135991	3.769098	3.859232	3.829178	3.376932	6.837098	7.255697
chr2:69170735-69171043	0.980152	1.936660	0.770416	1.493507	1.935564	2.584151
chr2:69240161-69241008	1.447952	1.387767	1.360735	0.566706	1.929888	2.433559
chr2:69534184-69534741	1.896955	2.299285	2.038767	1.615799	3.038254	3.590664
chr2:69613909-69614735	4.682717	5.543520	4.227028	3.341404	10.802756	13.168948
chr2:69664021-69664894	3.047397	3.858443	2.368610	2.565865	7.555732	9.444327
chr2:69870568-69871855	3.327909	3.094372	3.424071	3.698524	9.787222	10.814583
chr2:69921002-69921571	1.989588	1.541640	1.280867	1.265378	1.825064	1.936803
chr2:69941740-69942013	1.174926	1.028212	1.055442	0.952381	2.183714	2.541676
chr2:69951934-69952190	1.400354	2.124452	1.059322	0.859375	0.901442	1.753826
chr2:69968946-69969487	3.278345	3.242858	2.662991	1.811460	4.407792	3.998642
chr2:70002146-70002288	3.056072	3.088708	3.461447	1.971831	4.333694	2.730670
chr2:70056316-70057671	3.968530	4.376254	3.452374	3.365314	9.310247	12.139467
chr2:70120854-70121289	1.301236	1.572898	1.013053	0.827586	3.006189	2.345766
chr2:70141618-70142636	7.858546	9.719781	7.675402	5.992141	23.405621	37.328094
chr2:70173847-70174405	1.927369	2.200842	1.913614	1.433692	2.205680	1.609246
chr2:70185094-70185380	2.770814	3.803214	3.733554	1.888112	2.218935	1.998002
chr2:70313422-70314729	4.475177	4.349051	3.216060	3.580719	10.314283	15.926800
chr2:70330817-70330957	1.886792	1.253133	2.058111	1.857143	2.884615	3.206997
chr2:70351135-70352622	2.753423	2.925943	1.926299	1.681237	4.604004	4.405528
chr2:70359684-70360100	1.723512	1.813428	1.792699	1.490385	4.299186	2.207614
chr2:70360697-70360885	2.007226	3.826055	1.352326	1.063830	2.966449	4.233608
chr2:70369319-70370505	6.156734	6.745363	4.730329	4.721754	12.631340	18.257219
chr2:70417482-70418378	4.716981	5.560777	4.104873	4.084821	12.856283	14.395042
chr2:70427849-70428083	0.483793	0.749738	0.579458	1.709402	2.712032	3.837433
chr2:70475290-70476220	4.138771	4.489719	3.499180	3.870968	9.594707	12.420452
chr2:70484786-70485632	4.170569	4.168222	4.207236	2.245863	9.547191	12.109808
chr2:70520488-70521324	3.272547	3.882313	2.432893	3.301435	9.753405	12.010546
chr2:70528563-70529395	3.038824	3.310560	2.627934	2.283654	6.217640	8.805926
chr2:70667748-70668107	3.205970	2.736647	3.210424	1.559888	3.856868	4.377238
chr2:70780801-70781506	2.194567	3.135499	2.452218	1.872340	4.882706	4.863222
chr2:70844790-70845019	1.565461	0.919329	1.998372	1.048035	1.679543	3.297389
chr2:71098841-71099042	2.346757	1.221960	2.361076	0.895522	3.348641	3.350594
chr2:71174733-71174985	2.545672	0.974659	1.143395	0.793651	0.992063	1.538711
chr2:71175654-71175787	2.411690	2.110539	3.568243	2.556391	3.181030	4.756790
chr2:71204272-71204663	1.688945	1.570422	0.997009	0.613811	1.721424	2.035597
chr2:71221626-71222694	3.091655	3.613904	2.872469	2.359551	5.329876	7.299550
chr2:71228191-71228452	2.096436	2.016536	1.753361	0.842912	4.052461	2.580342
chr2:71295144-71296128	4.295137	5.455712	4.133940	3.414634	9.654471	12.298822
chr2:71357083-71358152	4.006566	4.004398	3.202740	2.862488	7.987335	11.015445
chr2:71453955-71454685	4.807444	6.825282	4.666821	3.863014	9.773446	15.040537
chr2:71558545-71559617	2.657702	3.485860	2.608778	1.847015	5.148536	6.758300
chr2:71643818-71644448	2.365978	2.701197	2.044660	2.190476	4.059829	3.984451
chr2:71679788-71679942	3.553051	4.442925	2.751486	3.506494	3.121878	3.180493
chr2:71845437-71845804	3.855843	2.676992	2.724796	2.615804	2.148396	2.057499
chr2:72353461-72353667	2.472980	2.129109	3.455652	2.718446	1.773712	0.693481
chr2:72364611-72364837	2.838537	1.785437	1.574921	2.212389	1.531654	3.792668
chr2:72377378-72377647	1.122256	1.826127	0.756096	0.966543	1.787246	1.820803
chr2:73052818-73053248	2.237823	2.611179	2.049665	1.860465	4.830053	5.647840
chr2:73089594-73089949	2.072814	2.421547	1.909764	2.309859	3.141929	5.231389
chr2:73144453-73144791	2.232891	1.505242	1.604654	1.183432	3.868912	4.951093
chr2:73181191-73181415	2.779649	1.723058	1.134988	3.214286	1.116071	1.913265
chr2:73271528-73271901	2.326875	2.257655	1.953924	2.091153	2.835636	2.243257
chr2:73298041-73298998	4.022003	4.583035	3.223350	2.486938	7.636042	10.385345
chr2:73312695-73312916	1.024503	2.302135	1.610553	1.719457	2.262444	4.063164
chr2:73339993-73340592	2.551422	2.430952	1.726041	1.903172	6.356749	7.870261
chr2:73402842-73403061	3.360042	2.723704	2.167015	3.470320	7.200562	3.075203
chr2:73404378-73404794	2.494557	3.626856	2.485332	1.923077	5.639793	7.309654
chr2:73440970-73441792	2.685580	3.606949	2.598045	2.408759	6.620812	8.490988
chr2:73460140-73461678	4.551365	6.399288	4.397082	3.771131	12.341203	16.334492
chr2:73496621-73496794	3.490021	2.535240	3.918879	2.543353	4.891063	5.662381
chr2:73511126-73512597	4.412350	4.854079	3.882981	3.167913	7.700152	9.586704
chr2:73520547-73520997	3.438155	3.157895	2.975518	2.533333	9.743590	12.018141
chr2:73612587-73613659	6.741059	7.446321	5.312421	5.317164	13.077640	16.772007
chr2:73857780-73858036	1.031840	2.741228	0.993114	1.484375	1.051683	1.355229
chr2:73964088-73964882	3.588233	3.977197	2.753704	2.644836	7.314474	9.458694
chr2:74006840-74007584	3.372895	2.617431	2.323674	1.747312	4.911084	7.351327
chr2:74055589-74056439	2.330744	2.807018	2.233300	1.694118	5.565611	7.611044
chr2:74153815-74154340	4.600180	5.580618	5.165456	5.523810	15.714286	18.853256
chr2:74191094-74191408	1.742579	1.005699	2.321062	0.636943	1.959823	1.104900
chr2:74198251-74198695	1.912290	1.699067	1.794167	1.621622	2.772003	1.562787
chr2:74206095-74206500	6.475658	5.024908	5.858966	3.802469	9.971510	13.101538
chr2:74211692-74212644	3.488188	3.464544	2.723971	2.289916	7.453943	10.718573
chr2:74229517-74230058	4.045618	4.183286	3.289577	2.994455	9.739799	11.279188
chr2:74259526-74259974	7.496630	6.931391	5.637106	4.821428	10.173420	8.655247
chr2:74263706-74264034	2.531063	3.102268	2.635386	1.707317	4.866323	3.235440
chr2:74374585-74375448	3.301340	4.147100	3.162009	2.618772	6.729655	7.094379
chr2:74405379-74406353	4.300492	4.449008	3.828351	3.634497	10.326173	15.526129
chr2:74413205-74413377	1.316367	2.345981	1.675207	0.581395	1.788909	3.559563
chr2:74425516-74426630	3.573727	3.858389	3.103795	1.885099	8.976661	13.977943
chr2:74433192-74433344	1.117180	1.154201	0.669046	0.263158	1.138664	0.134264
chr2:74618750-74619370	2.951917	2.574986	1.995626	2.322581	5.272953	6.616195
chr2:74648485-74649446	3.534054	3.304307	3.280481	3.496358	6.383575	8.027352
chr2:74667532-74667916	3.586871	3.289474	3.133828	3.385417	3.605769	5.367772
chr2:74681977-74682275	6.204888	6.534793	6.711409	5.302013	17.423851	24.585672
chr2:74684582-74685675	9.183655	9.694868	6.776560	8.069533	19.828981	29.650650
chr2:74691806-74691943	2.065831	3.329492	1.113448	1.897810	1.965188	1.042753
chr2:74692149-74692762	2.739389	2.747489	2.709652	1.892333	5.740996	7.157839
chr2:74699255-74700222	3.531638	3.356375	2.541497	2.543951	6.721820	7.048942
chr2:74709460-74710662	3.641729	4.218116	2.820158	2.362729	8.687444	8.981628
chr2:74734343-74735286	5.822445	6.195234	4.709096	4.559915	12.215515	18.070854
chr2:74741150-74741543	3.168659	2.767734	2.156381	2.442748	3.376395	3.686971
chr2:74756413-74757408	2.806485	3.773252	3.577208	2.874372	7.595670	6.563429
chr2:74781305-74782283	2.508006	2.780469	2.478250	1.554192	6.941167	8.931180
chr2:74881024-74881753	6.781065	6.593989	4.998722	5.486969	12.424819	15.929007
chr2:74942260-74942800	1.642208	1.981806	1.632141	1.148148	4.166667	4.081633
chr2:75005426-75005624	2.477606	1.594896	1.455230	1.111111	1.165501	3.298289
chr2:75060921-75061839	3.822913	3.363529	3.194121	2.766885	9.091671	11.604642
chr2:75062043-75062624	3.442341	3.230969	2.654687	2.616179	7.513571	7.516949
chr2:75067519-75067766	4.277748	2.912139	3.362382	2.105263	4.905014	4.379080
chr2:75076299-75077174	3.083558	2.766917	2.615012	1.508571	2.505495	2.752187
chr2:75146972-75147269	1.588209	2.067458	2.796325	1.750842	3.690754	2.748574
chr2:75185487-75186198	5.838176	6.958324	5.554363	4.416315	13.902412	16.016533
chr2:75259429-75260044	2.669121	3.080873	3.775665	2.731707	5.972483	4.446657
chr2:75426541-75426896	2.232262	2.619224	1.575555	1.408451	3.087757	3.794194
chr2:75427536-75427789	0.745768	1.456210	0.669927	0.395257	0.684099	1.048641
chr2:75470580-75470773	0.879851	1.181711	1.932028	2.487046	3.387804	1.163160
chr2:75539189-75539531	4.523889	3.642146	2.180593	2.163743	1.911831	1.133787
chr2:75588371-75589274	1.838735	1.903985	1.708054	1.661129	2.598177	1.536827
chr2:75601448-75601986	2.525075	3.684863	2.362800	2.044610	4.718330	3.148471
chr2:75643586-75644358	2.297390	1.227161	1.492931	1.735751	2.042646	2.617109
chr2:75703960-75704455	2.172670	2.622718	2.499572	1.333333	1.126651	1.278087
chr2:75708231-75708458	1.994847	3.014143	1.717315	2.026432	0.677736	2.247595
chr2:75750659-75751190	1.812173	1.718043	2.681222	1.657250	2.571346	2.421307
chr2:75787851-75788232	1.386619	2.302344	1.690467	1.784777	3.432263	1.660507
chr2:75790809-75791085	3.759913	3.623188	4.237288	1.884058	4.598662	3.771074
chr2:75873653-75874541	2.358491	3.121542	1.717819	2.004504	4.287941	3.654164
chr2:75904469-75904683	1.146182	1.229710	1.029621	2.803738	2.246585	3.433149
chr2:75937609-75938435	3.517749	5.628479	3.755079	3.922518	8.916930	10.228789
chr2:76124051-76124310	1.821228	1.354738	2.290426	1.003861	1.930502	1.181940
chr2:76826970-76827253	1.600107	3.409584	3.353896	3.109541	2.854037	3.461455
chr2:77008303-77008576	1.796945	1.478054	2.359223	1.978022	4.226542	2.167900
chr2:77534748-77535085	8.510161	6.715601	4.828245	2.967359	1.711938	2.301217
chr2:78900246-78900377	2.880599	3.214142	4.528400	2.137405	2.642396	0.778938
chr2:80163035-80163716	1.468429	1.339619	1.070211	0.939794	2.682707	3.266505
chr2:80219916-80221098	3.878939	5.150355	4.301816	4.213198	8.622933	6.077558
chr2:80239054-80239346	1.550788	2.523432	1.625261	4.383562	4.807693	1.747274
chr2:80281200-80281397	2.298630	0.534331	0.946399	0.203046	0.292854	0.103595
chr2:80300310-80300610	1.132075	1.520468	0.960452	2.466666	3.397436	2.108843
chr2:82786785-82787276	1.191254	1.607889	2.243778	1.588595	2.193326	1.579450
chr2:83064961-83065499	1.543102	2.021783	1.417680	1.301115	1.394052	0.910401
chr2:83079879-83081056	5.466408	6.722413	4.881701	4.519966	8.316449	7.178402
chr2:83102913-83103558	2.720492	4.107167	2.338720	2.635659	3.786523	3.005854
chr2:83166227-83166753	5.129492	3.668868	4.511181	3.117871	3.144194	1.668348
chr2:83822114-83822250	1.109878	1.289990	0.997009	2.794117	2.545249	3.601440
chr2:84542008-84542230	2.889682	3.240082	3.359291	2.612612	2.945253	4.872219
chr2:84629249-84629436	3.329634	2.720706	2.175292	1.390374	0.822707	0.436538
chr2:84685910-84686779	3.104848	3.674318	2.984143	2.830840	6.727450	4.790869
chr2:84738268-84738435	4.519263	2.941485	3.552218	2.395210	4.836481	3.177319
chr2:84743408-84743796	3.258121	3.798155	3.363621	2.989691	4.659001	4.523458
chr2:84921338-84921708	1.937787	2.228544	2.015575	2.000000	1.351351	1.489244
chr2:85073081-85073834	3.883836	3.028820	2.453463	3.930943	5.465318	3.198092
chr2:85109340-85109522	1.658719	3.181030	2.048799	1.208791	3.803889	2.579054
chr2:85115784-85116330	2.004285	2.024292	2.390265	1.465201	2.324599	1.308216
chr2:85121498-85121634	1.387347	1.418989	1.370887	1.323529	3.817873	1.650660
chr2:85121868-85122049	1.250912	1.647766	1.217342	0.110497	1.912452	2.367798
chr2:85125657-85125886	4.613990	3.217651	3.256606	3.056769	3.946926	2.584440
chr2:85132452-85133395	4.501891	6.046399	4.313676	3.881230	15.192920	21.273832
chr2:85152897-85153346	2.941547	4.376196	2.868899	2.316258	6.424533	5.681560
chr2:85154002-85154352	3.665768	3.258146	2.711864	2.000000	4.945055	3.206997
chr2:85197716-85199291	3.306379	3.898635	2.722626	3.352381	8.363858	10.132814
chr2:85284402-85284556	5.390836	3.075871	2.971605	2.727273	3.871129	3.047972
chr2:85360162-85360611	1.554818	1.758293	1.283455	2.182628	2.270002	3.090769
chr2:85512705-85512841	4.023307	4.901960	3.115653	3.088235	5.373303	4.051620
chr2:85525875-85526053	1.059996	2.266903	1.333079	1.348315	3.349179	1.949094
chr2:85553781-85553957	2.358490	2.392345	2.118644	1.931818	5.026224	1.855288
chr2:85554304-85555502	2.976659	3.675717	2.518322	2.520868	6.806216	6.916289
chr2:85581298-85582312	4.112240	3.754455	3.192592	2.682446	9.596418	11.250653
chr2:85632489-85633045	2.952355	2.839833	2.255822	2.230216	3.147482	3.083248
chr2:85635674-85636209	3.456180	3.738318	2.977982	2.878505	5.679367	5.416746
chr2:85641129-85641298	3.572625	5.398110	4.613379	3.313610	8.192990	7.487019
chr2:85645402-85646220	3.136966	3.324326	3.750363	1.760391	9.145195	7.784042
chr2:85647792-85648169	2.952805	2.885197	2.877310	1.909814	5.254030	7.037298
chr2:85664592-85665050	2.554173	2.834597	2.146399	2.358079	5.332550	4.322253
chr2:85765739-85767182	5.151741	6.395059	4.698310	4.864865	17.778133	27.338169
chr2:85788189-85789048	2.679729	3.737516	3.374046	2.328289	9.693740	8.885510
chr2:85804659-85804821	1.630561	2.274204	1.673990	1.111111	3.798671	1.637692
chr2:85811242-85812131	1.570558	1.578750	1.620560	0.967379	3.201523	2.984321
chr2:85822383-85823084	4.817915	4.880247	4.424672	4.393723	13.195436	18.224693
chr2:85829552-85830122	3.277061	3.693444	3.300624	1.964912	7.726046	6.158253
chr2:85838981-85839463	3.953652	4.258572	2.988958	2.697095	9.216406	9.314929
chr2:85843114-85843563	3.277724	4.923221	3.623872	3.964365	11.778311	14.453889
chr2:85906406-85906535	1.608893	3.807970	1.182499	1.705426	2.683363	3.322259
chr2:85925357-85925592	3.773585	3.135499	2.380094	1.787234	4.337152	4.255319
chr2:85934295-85934559	0.714694	1.262626	1.091423	1.590909	1.821096	2.782931
chr2:85960801-85961009	2.086357	3.205128	0.896349	0.865385	1.294379	1.275510
chr2:85981771-85981971	1.698113	1.842105	1.271186	0.800000	3.461538	2.755102
chr2:86041469-86041611	2.657454	2.594515	1.074242	1.690141	2.166847	5.748778
chr2:86054652-86054819	2.259632	3.046539	3.450726	2.275449	2.994012	3.788342
chr2:86080287-86081111	1.763143	1.916198	1.624979	1.165048	1.610344	1.634634
chr2:86115568-86116571	4.044470	4.932570	4.055630	3.748754	8.186977	11.251959
chr2:86263478-86263807	2.466021	4.319309	3.245583	2.188450	5.552958	5.334657
chr2:86265423-86266124	3.391382	4.079386	2.901424	3.195435	3.456600	3.668229
chr2:86295373-86295665	2.584647	2.283105	1.160901	2.260274	1.251317	1.677383
chr2:86332648-86333628	2.464382	3.777300	2.490488	3.000000	10.243328	10.058309
chr2:86412684-86413079	0.620970	1.687764	1.845098	1.367089	1.606621	2.014983
chr2:86422048-86422913	5.627658	5.273299	5.114137	3.838150	14.895510	17.128700
chr2:86667819-86669553	5.505865	6.394302	4.711356	4.567474	12.654157	17.995434
chr2:86789985-86790901	4.366812	5.171225	3.552661	3.165939	10.896036	11.696818
chr2:86850223-86851195	4.115226	5.071836	3.714166	3.456790	11.574075	13.773411
chr2:86946697-86947928	6.744019	8.123477	5.466136	4.890334	15.184654	23.491770
chr2:86997722-86997903	0.625456	0.484637	1.030059	0.662983	1.062473	2.480550
chr2:87018024-87018595	1.222615	1.720589	1.929413	1.401051	3.772060	2.716323
chr2:87034612-87036060	2.306369	2.835127	2.013297	2.085635	5.073311	6.187282
chr2:87042630-87042787	0.841245	0.670466	2.159128	0.764331	0.734934	0.259977
chr2:87052240-87053814	3.632136	3.388395	2.422846	2.325286	3.579807	3.345176
chr2:87064703-87064945	2.027132	2.754821	1.610870	1.487603	1.589320	1.517963
chr2:87201136-87202017	1.220740	1.254555	1.231266	1.021566	2.357461	1.783687
chr2:87213818-87215034	1.815417	2.495960	1.421722	1.430921	2.894104	1.661520
chr2:87302993-87304274	7.025761	7.628361	6.284814	5.105386	16.318380	22.654495
chr2:87444857-87445366	1.408607	2.688450	0.932370	1.453831	3.060299	2.726434
chr2:87456240-87456394	0.857633	1.822739	2.751486	0.649351	3.371628	2.385370
chr2:87623750-87624008	9.214568	9.927921	12.744712	12.015504	10.584377	6.565417
chr2:87625400-87625764	7.205059	4.482360	6.565468	5.659341	5.124683	5.158107
chr2:87633834-87634117	2.533502	1.921765	1.796730	1.766785	1.291112	1.947069
chr2:87641784-87642183	6.525749	4.484897	5.862113	7.869675	5.205321	4.807939
chr2:87644271-87644538	8.197301	5.913661	7.934997	8.014981	5.401902	8.025682
chr2:87651692-87651868	3.966552	4.186603	4.815100	4.318182	2.622377	3.246753
chr2:87656015-87656432	4.977150	3.996803	4.755517	4.940048	5.072865	3.230069
chr2:87754853-87755503	1.161103	1.727395	1.121252	0.769231	2.248521	2.386185
chr2:87766336-87766520	2.973749	4.099924	6.632277	4.021739	4.076087	6.876664
chr2:87768817-87769002	3.059663	3.508772	2.382043	1.837838	3.430353	2.426917
chr2:87785475-87785710	4.014452	3.508772	3.389831	2.127660	4.418985	4.168476
chr2:87785842-87786282	0.557461	0.917065	1.309707	0.772727	0.568182	1.530612
chr2:87869250-87869501	3.157183	2.516251	2.971166	1.195219	5.746246	5.447598
chr2:88081730-88082401	2.080814	3.581980	2.702771	1.937407	3.783102	2.646066
chr2:88082462-88082861	1.702369	0.923361	0.892061	0.501253	1.542317	1.176410
chr2:88094432-88095087	1.958807	1.607071	1.992496	1.282443	2.290076	1.962923
chr2:88124412-88124727	51.991615	53.801170	50.201778	64.761902	57.387062	61.094917
chr2:88315238-88316744	1.290436	1.491112	1.800707	0.889774	4.469302	4.363499
chr2:88354815-88355474	5.010451	6.256156	3.163499	4.582701	9.688339	10.715060
chr2:88899569-88899885	1.373298	2.942483	2.038189	0.569620	2.860272	4.068716
chr2:88926467-88927738	7.021659	6.528911	6.507621	5.806451	15.357380	22.029896
chr2:88990692-88991628	6.148202	6.635178	5.052151	5.705128	13.498521	15.131694
chr2:89039742-89040030	0.720650	0.365497	0.353107	0.972222	1.268697	1.842404
chr2:89053822-89054344	1.662691	2.487061	2.565102	1.915709	2.026230	2.072093
chr2:89073266-89073592	1.041787	1.399203	1.663720	0.613497	0.884851	1.940654
chr2:89572600-89572784	2.461034	1.430206	1.842299	1.521739	3.239967	1.774623
chr2:89850397-89850915	9.616085	6.570480	8.965382	7.644788	6.831007	6.067292
chr2:89852129-89852436	14.319956	11.429224	16.838734	13.550488	12.277624	9.705511
chr2:89852852-89853586	21.361370	20.603279	24.823351	21.253405	21.064764	18.072624
chr2:89867389-89867522	114.058731	104.471710	111.889893	111.879700	81.116257	86.542885
chr2:89867994-89868323	63.944485	59.510479	67.229927	66.930092	45.183540	47.267540
chr2:89869743-89869934	100.464287	101.497200	114.207115	100.104713	74.607330	78.320335
chr2:89872069-89872243	286.380402	251.764481	263.588562	258.160919	207.891266	212.526382
chr2:89875093-89875632	83.697975	74.016212	81.821327	84.304268	63.936069	64.253532
chr2:89878426-89878552	231.656189	210.804779	215.092819	215.079361	167.277161	166.990601
chr2:89879091-89879364	88.395882	82.192665	88.346680	84.761909	63.961678	62.570084
chr2:90371744-90371892	5.864355	6.401138	6.069629	5.540541	4.028067	6.756757
chr2:90372783-90373044	5.638690	5.847953	7.792714	4.750958	6.115532	6.724529
chr2:90375417-90375594	4.263937	6.244425	7.756392	8.361582	6.953498	5.534417
chr2:90375790-90375951	6.093988	6.429116	7.158648	6.583851	4.061156	5.197110
chr2:90376195-90376443	6.695070	6.932654	6.082559	6.048387	5.970844	5.184332
chr2:90378220-90378486	4.894311	4.484897	7.136485	5.639098	3.831695	2.838729
chr2:90381284-90381494	5.660378	6.182122	9.604520	5.714286	6.593407	7.288630
chr2:90381686-90381919	3.644020	3.764777	4.801048	4.806867	3.053813	5.605676
chr2:90383281-90383531	5.132075	7.157895	7.661017	5.440000	8.846154	6.285714
